ParamName,Mnemonic
LEFT N1 REDLINE EXC,LFTN1RDLEXC
LEFT N2 REDLINE EXC,LFTN2RDLEXC
LEFT OIL PRESS REDLINE,LFTOLPRSRDL
LEFT OIL TEMP AMB LIMIT,LFOLTMPAMBLT
LEFT OIL TEMP REDLINE,LFOLTMPREDL
LEFT PITOT HEAT,LFTPITHT
LEFT STARTER VLV OPEN,LFTSTRVLVOPN
LEFT T/R DEPLOYED,LFTTRDPLYD
LEFT T/R INTRANSIT,LFTTRINTRN
LEVEL CHANGE PB LITE,LVLCHNGPBLT
LIB DISPLAY UNIT DRIVEN,LIBDSPUTDRVN
LIB DU FORMAT,LIBDUFRMT
LIGHT OFF REF/STATUS #1,LGTOFREFSTS1
LIGHT OFF REF/STATUS #2,LGTOFREFSTS2
LNAV PB LITE,LNAVPBLTE
LOB DISPLAY UNIT DRIVEN,LOBDSPUTDRVN
LOB DU FORMAT,LOBDUFRMT
LOC BEAM ANOM (ANNUN),LOCBEMANMANN
LOC DEV WARN,LOCDEVWRN
LOC ENGAGED,LOCENG
LOCAL LIMITED MASTER,LOCLTDMSTR
LOCAL RUD ENGAGE L,LOCRUDENGL
LOCAL RUD ENGAGE R,LOCRUDENGR
LOCALIZER ANTENNA FAIL-L,LOCANTFALL
LOCALIZER ANTENNA FAIL-R,LOCANTFALR
LOCALIZER DEV,LOCZRDEV
LOCALIZER DEV/AZIMUTH,LOCZRDEVAZM
LOCALIZER RECEIVER FAIL-L,LOCZRCVRFALL
LOCALIZER RECEIVER FAIL-R,LOCZRCVRFALR
LONG POS<2250FT,LONPOSLT2250
LONGITUDINAL ACCELERATION,LONGACCL
LOW FUEL QTY TANK 1,LWFLQTYTNK1
LOW FUEL QTY TANK 2,LWFLQTYTNK2
LOW OIL PRESS CAUTION #1,LWOLPRSCAUT1
LOW OIL PRESS CAUTION #2,LWOLPRSCAUT2
LOW-VISIBILITY TAKEOFF,LWVISIBTKOFF
LPT IMB ACCEL SOURCE,LPTIMBACLSRC
LPT IMBALANCE ANGLE L,LPTIMBANGL
LPT IMBALANCE ANGLE R,LPTIMBANGR
LRRA L RECEIVE ANTENNA,LRALRCVANT
LRRA L TRANSMIT ANTENNA,LRALTRNSANT
LRRA LEFT FAILURE,LRRALFTFAL
LRRA R RECEIVE ANTENNA,LRARRCVANT
LRRA R TRANSMIT ANTENNA,LRARTRNSANT
LRRA RIGHT FAILURE,LRRARTFAIL
MACH,MACH
MACH TRIM CMD,MACHTRIMCMD
MACH TRIM CMD FEEDBACK,MCTRMCMDFDBK
MACH TRIM SERVO BRK STAT,MCTRMSRBRSTA
MAIN CARGO SMOKE,MANCARGSMK
MAIN/ALT BRAKE SELECT,MANALTBRKSEL
MANDATORY S/W P/N CODE,MANDSWPNCD
MANUFACTURER CODE,MANFCTRCODE
MAP MODE SELECTED CAPT,MAPMDSELCAPT
MAP MODE SELECTED F/O,MAPMDSELFO
MASTER CAUTION,MSTRCAUT
MAX ALLOWABLE AIRSPEED,MAXALLWARSPD
MB FAILURE - L,MBFAIL
MB FAILURE - R,MBFAIR
MCP SPEED,MCPSPD
MDA HIGH ALTITUDE OPTION - CAPT,MDAHIALOPCAP
MDA HIGH ALTITUDE OPTION - F/O,MDAHIALOPFO
MDA SELECTED CAPT,MDASELCAPT
MDA SELECTED CAPT - LSD,MDASELCAPLSD
MDA SELECTED CAPT - MSD,MDASELCAPMSD
MDA SELECTED F/O,MDASELFO
MDA SELECTED F/O - LSD,MDASELFOLSD
MDA SELECTED F/O - MSD,MDASELFOMSD
METERS SELECTED CAPT,MTRSELCAPT
METERS SELECTED F/O,MTRSELFO
MIDDLE MARKER (1300 HZ),MIDMRK1300HZ
MIN SPEED,MINSPEED
MINIMUMS,MINIMUMS
MLS ANTENNA SOURCE,MLSANTSRC
MLS DIRECT ANT SEL CMD ACK,MLDIANSECMAC
MLS MODE - L,MLSMODEL
MLS MODE - R,MLSMODER
MONTH,MONTH
MONTH X 1,MONTHX1
MONTH X10,MONTHX10
MOTOR PWR APP FROM ASM 1,MTRPWRAPASM1
MOTOR PWR APP FROM ASM 2,MTRPWRAPASM2
N1,N1
N1 #1 CMD INDICATED,N11CMDINDIC
N1 #2 CMD INDICATED,N12CMDINDIC
N1 BUG DRIVE ENG 1,N1BUGDRVENG1
N1 BUG DRIVE ENG 2,N1BUGDRVENG2
N1 LIMIT MODE,N1LIMMOD
N1 LIMIT MODE CMD,N1LIMMODCMD
N1 PB LITE,N1PBLITE
N1 REDLINE EXC #1,N1RDLEXC1
N1 REDLINE EXC #2,N1RDLEXC2
N1 REFERENCE SET #1,N1REFSET1
N1 REFERENCE SET #2,N1REFSET2
N1 SET SELECT,N1SETSEL
N1 TRIM #1,N1TRIM1
N1 TRIM #2,N1TRIM2
N2 REDLINE EXC #1,N2RDLEXC1
N2 REDLINE EXC #2,N2RDLEXC2
NAV MODE,NAVMODE
NDB EFFECTIVITY DAY,NDBEFTVDAY
NDB EFFECTIVITY MONTH,NDBEFTVMNT
NDB EFFECTIVITY YEAR,NDBEFTVYER
NO AUTOLAND (ADV),NOAUTLNDADV
NO AUTOLAND (PFD),NOAUTLNDPFD
NO BARO 1 DATA,NOBARO1DAT
NO BARO 2 DATA,NOBARO2DAT
NO ENG LIGHTOFF DECT #1,NOEGLGOFDCT1
NO ENG LIGHTOFF DECT #2,NOEGLGOFDCT2
NO GLS AUTOLAND (ADV),NOGLSATLNADV
NO GLS LAND3 (ADV),NOGLSLN3ADV
NO ILS AUTOLAND (ADV),NOILSATLNADV
NO ILS LAND3 (ADV),NOILSLN3ADV
NO IR INITIALIZATION,NOIRINIT
NO IR TO ADR DATA,NOIRTOADRDAT
NO LAND 3 (ADV),NOLND3ADV
NO PITOT ADM DATA,NOPITADMDAT
NO STATIC ADM DATA,NOSTATADMDAT
NOISE ABATEMENT MODE,NOSEABATMD
NOSE GEAR AIR/GND,NOSGERAIRGND
NOSE GEAR DOWN,NOSEGERDWN
NOSE GEAR RED WARN,NOSGERRDWRN
OBSTACLE WARNING,OBSTWARN
OIL FILTER IMP BYPASS #1,OLFLTIMPBPS1
OIL FILTER IMP BYPASS #2,OLFLTIMPBPS2
OIL PRES AMB LIMIT ENG #1,OLPSAMBLENG1
OIL PRES AMB LIMIT ENG #2,OLPSAMBLENG2
OIL PRES REDLINE RANGE #1,OLPSRDLRNG1
OIL PRES REDLINE RANGE #2,OLPSRDLRNG2
OIL TEMP AMB LIMIT EXC #1,OLTMAMBLEXC1
OIL TEMP AMB LIMIT EXC #2,OLTMAMBLEXC2
OIL TEMP REDLINE EXC #1,OLTMPRDLEXC1
OIL TEMP REDLINE EXC #2,OLTMPRDLEXC2
ON DC,ONDC
ORIGIN CHARACTER #1,ORIGCHAR1
ORIGIN CHARACTER #2,ORIGCHAR2
ORIGIN CHARACTER #3,ORIGCHAR3
ORIGIN CHARACTER #4,ORIGCHAR4
OUTER MARKER (400 HZ),OTMRKR400HZ
OVERSPEED WARNING OUTPUT,OVRSPDWRNOPT
PAD ZERO,PADZERO
PFD/ND DISPLAY FMT CAPT,PFDNDSFMTCAP
PFD/ND DISPLAY FMT F/O,PFDNDSFMTFO
PITCH MODE FAIL (ANNUN),PTCMODFALANN
PITCH TRIM POSITION,PTCTRMPOS
PITOT ADM DATA INVALID,PITADMDATINV
PLAN MODE SELECTED CAPT,PLNMODSELCAP
PLAN MODE SELECTED F/O,PLNMODSELFO
PMC-L ON,PMCLON
PMC-R ON,PMCRON
POSITION DATA SEL CAPT,POSDATSELCAP
POSITION DATA SEL F/O,POSDATSELFO
PRE WINDSHEAR,PREWNDSHR
PRES POSN LAT-LSData,PRSPOSLATLSD
PRES POSN LAT-MSData,PRSPOSLATMSD
PRES POSN LONG-LSData,PRSPOSLONLSD
PRES POSN LONG-MSData,PRSPOSLONMSD
PRIMARY AOA HEAT,PRIMAOAHEAT
PROVISIONAL SPARE,PROVSPARE
PT TAXI INHIBIT #1,PTTAXIINHBT1
PT TAXI INHIBIT #2,PTTAXIINHBT2
PULL UP,PULLUP
RA HEALTH,RAHEALTH
RADIO HEIGHT 128,RADHIGHT128
RADIO HEIGHT 186,RADHIGHT186
RANGE SELECT CAPT,RNGSELCAPT
RANGE SELECT F/O,RNGSELFO
READY TO LOAD,RDYTOLOAD
REDUCED (DERATE),RDCDDERAT
REF SPEED SELECT,REFSPDSEL
RESERVED ACVR#2,RESVDACVR2
RETARD,RETARD
REV ATTITUDE MODE,REVATTITMOD
REV THR #1 LMT BY T/R POS,RVTHR1LTRPS
REV THR #2 LMT BY T/R POS,RVTHR2LTRPS
RI FIELD,RIFIELD
RIB DISPLAY UNIT DRIVEN,RIBDSPUTDRVN
RIB DU FORMAT,RIBDUFRMT
RIGHT ECS PACK FLOW,RGTECSPCKFLW
RIGHT ECS PACK ON,RGTECSPCKON
RIGHT EGT NORM AMB LIMIT,RGTEGTNMABLT
RIGHT EGT NORM REDLINE,RGTEGTNRMRDL
RIGHT EGT START REDLINE,RGTEGTSTRRDL
RIGHT ENG HOT START DETECT,RGTENHTSTDET
RIGHT ENG N1 TACHOMETER,RGTEGN1TCHMT
RIGHT ENG N2 TACHOMETER,RGTEGN2TCHMT
RIGHT ENGINE FAIL,RGTENGFAIL
RIGHT EXC INVALID,RGTEXCINVAL
RIGHT FUEL FILTER IMP BY,RGTFULFLTIMP
RIGHT GEAR DOWN,RGTGERDWN
RIGHT GEAR RED WARN,RGTGERREDWRN
RIGHT IGN (#2) CMD ON #1,RGTIG2CMDON1
RIGHT IGN (#2) CMD ON #2,RGTIG2CMDON2
RIGHT LOW OIL PRESS AMB,RGTLWOLPRAMB
RIGHT LOW OIL PRESS CAUT,RGTLWOLPRCAU
RIGHT LOW OIL PRESS RED,RGTLWOLPRSRD
RIGHT MAIN FUEL QTY,RGTMANFULQTY
RIGHT MAIN GEAR AIR/GND,RGTMNGERARGD
RIGHT N1 REDLINE EXC,RGTN1RDLEXC
RIGHT N2 REDLINE EXC,RGTN2RDLEXC
RIGHT OIL PRESS REDLINE,RGTOLPRSRDL
RIGHT OIL TEMP AMB LIMIT,RGTOLTMAMBLT
RIGHT OIL TEMP REDLINE,RGTOLTMPRDL
RIGHT STARTER VLV OPEN,RGTSTRVLVOPN
RIGHT STATIC HEAT,RGTSTTCHET
RIGHT T/R DEPLOYED,RGTTRDPLYD
RIGHT T/R INTRANSIT,RGTTRINTR
RNP - LATERAL,RNPLATRL
RNP - VERTICAL,RNPVERTL
ROB DISPLAY UNIT DRIVEN,ROBDSPUTDRVN
ROB DU FORMAT,ROBDUFRMT
ROLL MODE FAIL (ANNUN),ROLMODFALANN
ROLL TRIM CMD L WING DOWN,ROTRCMDLWGDN
ROLL TRIM CMD R WING DOWN,ROTRCMDRWGDN
ROLLBACK OVERTEMP ACT #1,RLBKOVTMACT1
ROLLBACK OVERTEMP ACT #2,RLBKOVTMACT2
ROLLOUT ARMED,ROLOTARMD
ROLLOUT ENGAGED,ROLOTENGD
ROUTE DATA SEL CAPT,RODATSELCAPT
ROUTE DATA SELECTED F/O,RODATSELFO
RSVD FOR GMT 7,RSVDFRGMT7
RSVD FOR GMT 1,RSVDFRGMT1
RSVD FOR GMT 192,RSVDFRGMT192
RUD AMP MONITOR L,RUDAMPMNTRL
RUD AMP MONITOR R,RUDAMPMNTRR
RUD CMD - L,RUDCMDL
RUD CMD - R,RUDCMDR
RUD LANE CMD MISTRK L,RDLNCMDMSTKL
RUD LANE CMD MISTRK R,RDLNCMDMSTKR
RUD MOTOR CURRENT - L,RUDMTRCURRL
RUD MOTOR CURRENT - R,RUDMTRCURRR
RUD PEDAL FORCE,RUDPDLFRC
RUD PEDAL POS,RUDPDLPOS
RUD POS,RUDPOS
RUD POS FAULT,RUDPOSFLT
RUD POS SYNCHRO (T-TUBE),RUDPOSYNCTB
RUD POS-LVDT DEMOD-MAIN PCU,RDPSLTDMNPCU
RUD POS-LVDT DEMOD-STBY PCU,RDPSLTDSTPCU
RUD PRESS LIMIT,RUDPRSLT
RUD SERVO CMD-MAIN PCU,RDSVCMDMNPCU
RUD SERVO CMD-STBY PCU,RDSVCMDSTPCU
RX LBL 206 ACTIVITY INV,RXLB206ACINV
RX LBL 206 PARITY INV,RXLB206PAINV
RX LBL 206 SSM INV,RXLB206SMINV
SF CYCLE COUNT,SFCYCCNT
S/F CYCLE COUNT 0,SFCYCCNT0
S/F CYCLE COUNT 1,SFCYCCNT1
S/F CYCLE COUNT 2,SFCYCCNT2
S/F CYCLE COUNT 3,SFCYCCNT3
S/F CYCLE COUNT 4,SFCYCCNT4
S/F CYCLE COUNT 5,SFCYCCNT5
S/F CYCLE COUNT 6,SFCYCCNT6
S/F CYCLE COUNT 7,SFCYCCNT7
S/F CYCLE COUNT 8,SFCYCCNT8
S/F CYCLE COUNT 9,SFCYCCNT9
S/F CYCLE COUNT 10,SFCYCCNT10
S/F CYCLE COUNT 11,SFCYCCNT11
S/F CYCLE COUNT 12,SFCYCCNT12
S/F CYCLE COUNT 13,SFCYCCNT13
S/F CYCLE COUNT 14,SFCYCCNT14
S/F CYCLE COUNT 15,SFCYCCNT15
SAC/DAC ENG CONFIG #1,SACDACENGCF1
SAC/DAC ENG CONFIG #2,SACDACENGCF2
SAT COMM #1 KEYING,SATCOM1KEYNG
SAT COMM #2 KEYING,SATCOM2KEYNG
SECONDARY ENGINE,SECENGINE
SELECTED AIRSPEED,SELAIRSPD
SELECTED ALTITUDE,SELALT
SELECTED COURSE #1,SELCOURSE1
SELECTED COURSE #2,SELCOURSE2
SELECTED EGT (T495) #1,SELEGT4951
SELECTED EGT (T495) #2,SELEGT4952
SELECTED FMV POSITION #1,SELFMVPOS1
SELECTED FMV POSITION #2,SELFMVPOS2
SELECTED FUEL FLOW #1,SELFULFLW1
SELECTED FUEL FLOW #2,SELFULFLW2
SELECTED HEADING,SELHEADING
SELECTED LANDING MODE STATUS,SELLNDMODSTS
SELECTED MACH,SELECTEDMACH
SELECTED N1 INDICATED #1,SELN1INDC1
SELECTED N1 INDICATED #2,SELN1INDC2
SELECTED N2 ACTUAL #1,SELN2ACT1
SELECTED N2 ACTUAL #2,SELN2ACT2
SELECTED OIL PRESS #1,SELOLPRS1
SELECTED OIL PRESS #2,SELOLPRS2
SELECTED OIL TEMP #1,SELOLTMP1
SELECTED OIL TEMP #2,SELOLTMP2
SELECTED P0 #1,SELP01
SELECTED P0 #2,SELP02
SELECTED PS3 #1,SELPS31
SELECTED PS3 #2,SELPS32
SELECTED PT2 #1,SELPT21
SELECTED PT2 #2,SELPT22
SELECTED T25 (Comp) #1,SELT25CMP1
SELECTED T25 (Comp) #2,SELT25CMP2
SELECTED T3 #1,SELT31
SELECTED T3 #2,SELT32
SELECTED TAT #1,SELTAT1
SELECTED TAT #2,SELTAT2
SELECTED TRA FILTERED #1,SELTRAFLT1
SELECTED TRA FILTERED #2,SELTRAFLT2
SELECTED VBV POSITION #1,SELVBVPOS1
SELECTED VBV POSITION #2,SELVBVPOS2
SELECTED VERTICAL SPEED,SELVRTSPD
SELECTED VSV POSITION #1,SELVSVPOS1
SELECTED VSV POSITION #2,SELVSVPOS2
SENSITIVITY LEVEL CONTROL,SNSTLVLCNTRL
SET HEADING,SETHDNG
SINGLE CHANNEL,SNGLCHNNL
SINK RATE,SINKRATE
SMOKE AFT CARGO,SMKAFTCRGO
SMOKE FWD CARGO,SMKFWDCRGO
SOLENOID ENGAGE,SOLNDENG
SPARE 28,SPARE28
SPARE 63,SPARE63
SPARE 75,SPARE75
SPARE 203,SPARE205
SPARE 228,SPARE228
SPARE SERIES DISCRETE #B26,SPRSERDISB26
SPARE SERIES DISCRETE #B48,SPRSERDISB48
SPARE SERIES DISCRETE #B49,SPRSERDISB49
SPARE SERIES DISCRETE #B52,SPRSERDISB52
SPARE SERIES DISCRETE #B53,SPRSERDISB53
SPARE SERIES DISCRETE #B54,SPRSERDISB54
SPARE SERIES DISCRETE #B55,SPRSERDISB55
SPARE SERIES DISCRETE #B56,SPRSERDISB56
SPARE SERIES DISCRETE #B57,SPRSERDISB57
SPARE SERIES DISCRETE #B58,SPRSERDISB58
SPARE SERIES DISCRETE #B59,SPRSERDISB59
SPARE SERIES DISCRETE #B60,SPRSERDISB60
SPARE SERIES DISCRETE #B61,SPRSERDISB61
SPARE SERIES DISCRETE #B63,SPRSERDISB63
SPARE SERIES DISCRETE #B64,SPRSERDISB64
SPARE SERIES DISCRETE #B65,SPRSERDISB65
SPARE SERIES DISCRETE #B66,SPRSERDISB66
SPARE SERIES DISCRETE #B67,SPRSERDISB67
SPARE SERIES DISCRETE #B68,SPRSERDISB68
SPARE SERIES DISCRETE #B69,SPRSERDISB69
SPARE SERIES DISCRETE #B70,SPRSERDISB70
SPARE SHUNT DISCRETE #B111,SPSNTDISB111
SPARE SHUNT DISCRETE #B112,SPSNTDISB112
SPARE SHUNT DISCRETE #B115,SPSNTDISB115
SPARE SHUNT DISCRETE #B116,SPSNTDISB116
SPARE SHUNT DISCRETE #B117,SPSNTDISB117
SPARE SHUNT DISCRETE #B118,SPSNTDISB118
SPARE SHUNT DISCRETE #B18,SPSNTDISB18
SPD BRAKE HANDLE POSN,SPDBRKHNDPSN
SPD BRK DO NOT ARM LIGHT,SPDBRKARMLGT
SPD PB LITE,SPDPBLITE
SPEED BRAKE ARMED LIGHT,SPDBRKAMDLGT
SPEED REG #1,SPDREG1
SPEED REG #2,SPDREG2
SPI,SPI
SPLIT LEFT NEEDLE,SPLTLFTNDL
SPLIT NEEDLE CW,SPLTNDLCW
SPLIT RIGHT NEEDLE,SPLTRGTNDL
SPOILER POSITION NO.10,SPLRPOS10
SPOILER POSITION NO.3,SPLRPOS3
SPOILER POSITION NO. 4,SPLRPOS4
SPOILER POSITION NO. 9,SPLRPOS9
STALL MODE STATUS #1,STLMODSTS1
STALL MODE STATUS #2,STLMODSTS2
STATIC ADM DATA INVALID,STCADMDATINV
STBY HYD OIL PRESSURE,STBYHYDOLPRS
STBY MODE - L,STBYMODL
STBY MODE - R,STBYMODR
STBY RUD VALVE POS,STBRUDVLVPOS
STICK SHAKER - LEFT,STCKSHKRLFT
STICK SHAKER - RIGHT,STCKSHKRRGT
STICK SHAKER SPEED,STCKSHKRSPD
SYS PUSHBUTTON,SYSPSHBTN
T.E. BYPASS VALVE POSN,TEBYPSVLVPOS
T.E. FLAP POSN-LEFT,TEFLPPOSLFT
T.E. FLAP POSN-RIGHT,TEFLPPOSRGT
T/R FULL DEPLOY #1,TRFULDPLY1
T/R FULL DEPLOY #2,TRFULDPLY2
T/R INTRANSIT #1,TRINTRNST1
T/R INTRANSIT #2,TRINTRNST2
T/R POSN LEFT SLEEVE #1,TRPOSLFTSLV1
T/R POSN LEFT SLEEVE #2,TRPOSLFTSLV2
T/R POSN RIGHT SLEEVE #1,TRPOSRGTSLV1
T/R POSN RIGHT SLEEVE #2,TRPOSRGTSLV2
T/R SOL INTERLK ENERG #1,TRSLINTKENG1
T/R SOL INTERLK ENERG #2,TRSLINTKENG2
TAKEOFF BUMP,TKOFFBUMP
TAKEOFF WARNING,TKOFFWARN
TARGET N1 #1,TRGTN11
TARGET N1 #2,TRGTN12
TAT HEAT,TATHEAT
TAT INHIBIT FLAG #1,TATINHBTFLG1
TAT INHIBIT FLAG #2,TATINHBTFLG2
TAT PROBE SIGNAL FAIL,TATPRBSGNFAL
TCAS COMPUTER UNIT,TCASCOMPUT
TCAS SENSITIVITY LEVEL,TCASSNSTYLVL
TCAS SYSTEM STATUS,TCASSYSTSTS
TE FLAP LOAD RELIEF,TEFLPLODRLF
TE FLAP SKEW 1 POSN,TEFLPSKW1POS
TE FLAP SKEW 1 TO 8,TEFLPSKW1TO8
TE FLAP SKEW 2 POSN,TEFLPSKW2POS
TE FLAP SKEW 2 TO 7,TEFLPSKW2TO7
TE FLAP SKEW 3 POSN,TEFLPSKW3POS
TE FLAP SKEW 3 TO 6,TEFLPSKW3TO6
TE FLAP SKEW 4 POSN,TEFLPSKW4POS
TE FLAP SKEW 4 TO 5,TEFLPSKW4TO5
TE FLAP SKEW 5 POSN,TEFLPSKW5POS
TE FLAP SKEW 6 POSN,TEFLPSKW6POS
TE FLAP SKEW 7 POSN,TEFLPSKW7POS
TE FLAP SKEW 8 POSN,TEFLPSKW8POS
TE FLAPS BYPASS RELAY,TEFLPSBYPRLY
TERRAIN,TERRAIN
TERRAIN AHEAD,TERRAINAHD
TERRAIN AHEAD PULL UP,TERRAINAHDPU
TERRAIN AWARE NOT AVAIL,TRRNAWRNTAVL
TERRAIN AWARENESS INOP,TRNAWRNSINP
TERRAIN CAUTION,TRNCAUT
TERRAIN DISP SEL CAPT,TRNDSPSELCAP
TERRAIN DISP SEL F/O,TRNDSPSELFO
TERRAIN OVERRIDE,TRNOVRIDE
TERRAIN PULL UP,TRNPULLUP
TERRAIN WARNING,TRNWARN
TEST DISPLAY CMD FCC-L,TSDSPCMDFCCL
TEST DISPLAY CMD FCC-R,TSDSPCMDFCCR
TEST/TUNE INHIBIT G/S,TSTTUNINBTGS
TEST/TUNE INHIBIT LOC,TSTUNINBTLOC
TFC SELECTED CAPT,TFCSELCAPT
TFC SELECTED F/O,TFCSELFO
THR SERVO MOTOR TACH#1,THRSRVMTRTC1
THR SERVO MOTOR TACH#2,THRSRVMTRTC2
THR TORQUE#1,THRTORQUE1
THR TORQUE#2,THRTORQUE2
THROTTLE RATE CMD#1,THRTLRTCMD1
THROTTLE RATE CMD#2,THRTLRTCMD2
TN1 (LPT) VIB L,TN1LPTVIBL
TN1 (LPT) VIB R,TN1LPTVIBR
TN1 ACCELEROMETER SOURCE,TN1ACLMTRSRC
TN2 (HPT) VIB L,TN2HPTVIBL
TN2 (HPT) VIB R,TN2HPTVIBR
TN2 ACCELEROMETER SOURCE,TN2ACLMTRSRC
TO/GA,TOGA
TOGA SW PRESSED,TOGASWPRSS
TOO LOW FLAP,TOOLWFLP
TOO LOW GEAR,TOOLWGER
TOO LOW TERRAIN,TOOLWTRRN
TOTAL AIR TEMP,TOTAIRTMP
TOUCHDOWN,TOUCHDOWN
TRACK ANGLE TRUE,TRCKANGTRE
TRIM DOWN - A/P,TRMDWNAP
TRIM DOWN MANUAL,TRMDWNMAN
TRIM UP - A/P,TRIMUPAP
TRIM UP MANUAL,TRIMUPMAN
TUNING INPUT BUS ACTIVITY,TUNINPBUSACT
UP ADVISORY,UPADVISRY
V NAV PATH,VNAVPTH
V NAV PB LITE,VNAVPBLIT
V NAV SPD,VNAVSPD
V/S ARM,VSARM
V/S ENGAGE,VSENG
V1 SPEED,V1SPD
V2 SPEED,V2SPD
VENDOR STATUS & DATA,VNDRSTSDAT
VERT SPD PB LITE,VERTSPDPBLIT
VERT SPEED CMD,VERTSPDCMD
VERTICAL ACCELERATION,VRTLACCN
VERTICAL CONTROL,VRTCLCNTRL
VERTICAL DEV,VRTCLDEV
VERTICAL DEV (WIDE),VRTCLDEVWIDE
VERTICAL SPEED DEV,VRTCLSPDDEV
VERTICAL SPEED>-12FT/SEC,VRTCLSPDGT12
VHF CENTER KEYING,VHFCNTRKYNG
VHF LEFT KEYING,VHFLFTKYNG
VHF RIGHT KEYING,VHFRGTKYNG
VISUAL ALTITUDE ALERT,VISLALTALRT
VMO/MMO ALTERNATE #1,VMOMMOALTR1
VMO/MMO ALTERNATE #2,VMOMMOALTR2
VMO/MMO ALTERNATE #3,VMOMMOALTR3
VMO/MMO ALTERNATE #4,VMOMMOALTR4
VOR FAILURE - L,VORFAILL
VOR FAILURE - R,VORFAILR
VOR FREQUENCY-LEFT,VORFREQLFT
VOR FREQUENCY-RIGHT,VORFREQRGT
VOR LEFT SELECTED CAPT,VORLFTSELCAP
VOR LEFT SELECTED F/O,VORLFTSELFO
VOR MODE SELECTED CAPT,VORMODSELCAP
VOR MODE SELECTED F/O,VORMODSELFO
VOR RIGHT SELECTED CAPT,VORRGTSELCAP
VOR RIGHT SELECTED F/O,VORRGTSELFO
VOR/LOC ARM,VORLOCARM
VOR/LOC ENGAGE,VORLOCENG
VOR/LOC PB LITE,VORLOCPBLIT
VR SPEED,VRSPEED
VREF SPEED,VREFSPEED
WAY POINT SELECTED CAPT,WYPTSELCAPT
WAY POINT SELECTED F/O,WYPTSELFO
WHEEL WELL FIRE,WHLWLLFIRE
WIND DIRECTION TRUE,WNDDIRTRUE
WIND SPEED,WINDSPD
WINDSHEAR,WINDSHEAR
WINDSHEAR CAUTION,WINDSHEARCAU
WINDSHEAR INOP,WNDSHRINOP
WINDSHEAR WARNING,WNDSHRWARN
WING ANTI-ICE SWITCH,WNGANTICESWT
WING TAI CONFIG CODE #1,WNGTAICFGCD1
WING TAI CONFIG CODE #2,WNGTAICFGCD2
WXR SELECTED CAPT,WXRSELCAPT
WXR SELECTED F/O,WXRSELFO
YAW DAMPER ENGAGE 1022,YWDMPENG1022
YAW DAMPER ENGAGE 1021,YWDMPENG1021
YAW DAMPER ENGAGE 2302,YWDMPENG2302
YAW DAMPER ENGAGE 2301,YWDMPENG2301
YAW TRIM CMD LEFT,YAWTRMCMDLFT
YAW TRIM CMD RIGHT,YAWTRMCMDRGT
YEAR,YEAR
YEAR X 1,YEARX1
YEAR X10,YEARX10
