ParamName,Mnemonic
L PACK VOLTIC FLOW,LVOLFLOW
LVR POSN DETENT 1,LVRDTNT1
LVR POSN DETENT 15,LVRDTNT15
LVR POSN DETENT 20,LVRDTNT20
LVR POSN DETENT 25,LVRDTNT25
LVR POSN DETENT 30,LVRDTNT30
LVR POSN DETENT 5,LVRDTNT5
LVR POSN DETENT UP,LVRDTNTUP
L LOWER FCV CLOSED,LWRFCVCLOL
R LOWER FCV CLOSED,LWRFCVCLOR
MACH NUMBER,MACH
MACH NUMBER (SAARU),MACH
IAS OR MACH DISPLAY,MACHDISP
MAGNETIC HEADING,MAGHEADNG
MAIN BAT CURRENT,MAINBATI
MAIN BAT VOLTAGE,MAINBATV
L PACK MASS FLOW REF,MASFLREFL
R PACK MASS FLOW REF,MASFLWREFR
L PACK MASS FLOW,MASSFLOWL
R PACK MASS FLOW,MASSFLOWR
MODE CONTROL PANEL,MCPSTAT
MAIN ENG OIL PRESS L,MEOILP
MAIN ENG OIL PRESS R,MEOILP
MAIN ENG OIL TEMP L,MEOILT
MAIN ENG OIL TEMP R,MEOILT
MIDDLE MARKER,MIDMARKER
MINIMUMS,MINS
N1 (LEFT),N1
N1 (RIGHT),N1
N1 CMD (LEFT),N1CMD
N1 CMD (RIGHT),N1CMD
N1 TACH SIG LOSS,N1TACHLOS
N1 TRA (LEFT),N1TRA
N1 TRA (RIGHT),N1TRA
N1 TRKD VIB CHAN A L,N1TRKCHNA
N1 TRKD VIB CHAN A R,N1TRKCHNA
N1 TRKD VIB CHAN B L,N1TRKCHNB
N1 TRKD VIB CHAN B R,N1TRKCHNB
N1 TRKD VIB AMP F-L,N1VIBAMFRT
N1 TRKD VIB AMP F-R,N1VIBAMFRT
N1 TRKD VIB AMP R-L,N1VIBAMREA
N1 TRKD VIB AMP R-R,N1VIBAMREA
N1 TRKD VIB PH F-L,N1VIBPHFRT
N1 TRKD VIB PH F-R,N1VIBPHFRT
N1 TRKD VIB PH R-L,N1VIBPHREA
N1 TRKD VIB PH R_R,N1VIBPHREA
N2 (LEFT),N2
N2 (RIGHT),N2
N2 TACH SIG LOSS,N2TACHLOS
N2 TRKD VIB CHAN A L,N2TRKCHNA
N2 TRKD VIB CHAN A R,N2TRKCHNA
N2 TRKD VIB CHAN B L,N2TRKCHNB
N2 TRKD VIB CHAN B R,N2TRKCHNB
N3 SELECTED,N3
N3 TRACKED VIBRATION,N3TRKCHNA
N3 TRACKED VIBRATION,N3TRKCHNB
NLG DOWN & LOCKED,NLGDLK
NLG LOCKED,NLGLKD
NLG UP,NLGUP
NO AUTOLAND ADISORY,NOALADV
NO AUTOLAND CAUTION,NOALCAUT
NO AUTOLAND ON PFD,NOALPFD
NO AUTOLAND STATUS,NOALSTAT
NO LAND 3 ADVISORY,NOLND3ADV
NO LAND 3 CAUTION,NOLND3CAUT
NO LAND 3 STATUS,NOLND3STAT
APU SPEED SIGNAL #1,NSEN1
APU SPEED SIGNAL #2,NSEN2
FMF DME L CHAN1 SRNG,NVDME1DIST
FMF DME R CHAN1 SRNG,NVDME1DIST
FMF DME L CHAN2 SRNG,NVDME2DIST
FMF DME R CHAN2 SRNG,NVDME2DIST
FMF DME L CHAN3 SRNG,NVDME3DIST
FMF DME R CHAN3 SRNG,NVDME3DIST
FMF DME L CHAN4 SRNG,NVDME4DIST
FMF DME R CHAN4 SRNG,NVDME4DIST
FMF DME L CHAN5 SRNG,NVDME5DIST
FMF DME R CHAN5 SRNG,NVDME5DIST
FMF DME L CHAN1 FRQ,NVDMEFQ1L1
FMF DME R CHAN1 FRQ,NVDMEFQ1R2
FMF DME L CHAN2 FRQ,NVDMEFQ2L2
FMF DME R CHAN2 FRQ,NVDMEFQ2R3
FMF DME L CHAN3 FRQ,NVDMEFQ3L3
FMF DME R CHAN3 FRQ,NVDMEFQ3R4
FMF DME L CHAN4 FRQ,NVDMEFQ4L4
FMF DME R CHAN4 FRQ,NVDMEFQ4R1
FMF DME L CHAN5 FRQ,NVDMEFQ5L1
FMF DME R CHAN5 FRQ,NVDMEFQ5R2
FMF_ALTITUDE (MSH),NVFMFALT
FMF_ALTITUDE (LSH),NVFMFALT
OVERHEAD FWD CREW RE,OFCRSOVFL
OVER HEAD FWD CREW R,OFCRSOVFL
OIL PRESSURE,OILP
OIL QUANTITY,OILQ
OIL TEMPERATURE,OILT
WOW ON GROUND,ONGRND
EEC OPERATING MODE,OPMODE
OUTER MARKER,OUTMARKER
OVERSPD PROT ACTIVE,OVSPPRTACT
OWN A/C MAG HEADING,OWNACALT
OWN A/C ALT CORR,OWNALTCOR
P160 (BYPASS DUCT),P160
P20,P20
P2.5 LOCAL (LEFT),P25LOC
P2.5 LOCAL (RIGHT),P25LOC
P2.5 SEL (LEFT),P25SEL
P2.5 SEL (RIGHT),P25SEL
SELECTED P5 (LEFT),P5SEL
SELECTED P5 (RIGHT),P5SEL
PACK L,PACKL
PACK R,PACKR
PRKG BRAKE HANDLE #1,PARKBRAKE1
PRKG BRAKE HANDLE #2,PARKBRAKE2
PRKG BRAKE HANDLE #3,PARKBRAKE3
PDU TEMP LOCAL,PDUTEMPLOC
PED 1 POS,PED1POS
PED 2 POS,PED2POS
PED 3 POS,PED3POS
PED 4 POS,PED4POS
PFD_AFDC_AIRSPD_SEL_,PFAFDAIRSS
PFD_AFDC_ALT_HOLD_OP,PFDAAHOPER
PFD_AFDC_ALT_ENGAGE_,PFDAALTENG
PFD_AFDC_ATT_OPER_G,PFDAATTO
PFD_AFDC_BCRS_OPER_G,PFDABCRSO
PFD_AFDC_FLARE_OPER_,PFDAFLAREO
PFD_AFDC_FLCH_OPER_G,PFDAFLCHO
PFD_AFDC_FPA_OPER_G,PFDAFPAO
PFD_AFDC_G_S_OPER_G,PFDAGSOPER
PFD_AFDC_HDG_HOLD_OP,PFDAHDGHO
PFD_AFDC_HDG_SEL_OPE,PFDAHDGSEL
PFD_AFDC_LNAV_OPER_G,PFDALNAVO
PFD_AFDC_LOC_OPER_G,PFDALOCO
PFD_AFDC_PTH_ENGAGE_,PFDAPTHENG
PFD_AFDC_ROLLOUT_OPE,PFDAROLLO
PFD_AFDC_SPD_ENGAGE_,PFDASPDENG
PFD_AFDC_TOGA_PITCH_,PFDATOGAPO
PFD_AFDC_TOGA_ROLL_O,PFDATOGARO
PFD_AFDC_TRK_HOLD_OP,PFDATRKHO
PFD_AFDC_TRK_SEL_OPE,PFDATRKSO
PFD_AFDC_VNAV_OPER_G,PFDAVNAVO
PFD_AFDC_V_S_OPER_G,PFDAVSOPER
PFD_MCP_ALT_SEL_G,PFDMALTSEL
PFD_MCP_FLT_PATH_ANG,PFDMFPASEL
PFD_MCP_HEADING_SEL_,PFDMHSEL
PFD_MCP_MACH_SEL_G,PFDMMCHSEL
PFD_MCP_TRACK_SEL_G,PFDMTRKSEL
PFD_MCP_VERT_SPD_SEL,PFDMVSPSEL
PROB HEAT COMMAND_2,PHCDISFCC2
PROBE HEAT ON_3,PHODISFCC3
APU IN STATIC PRESS,PINSTAT
PITCH ATTITUDE,PITCH
PITCH ATTITUDE SAARU,PITCHATT
PITCH SPEED CONTROL,PITCHSPDCL
PITCH LIMIT INDICATO,PLI
PNEUMATIC MODE,PNEUMODE
L LOW LIMIT VLV POSI,POSLLVL
R LOW LIMIT VLV POSI,POSLLVR
L RAM AIR EXIT POSN,POSRAEL
R RAM EX ACT POSN,POSRAER
L RAMIN ACT POSITION,POSRAIL
R RAM IN ACT POSN,POSRAIR
L TURBINE BYPASS VLV,POSTBVL
R TURBINE BYPASS VLV,POSTBVR
ZONE 10 TRIM VLV POS,POSTRVLV10
ZONE 11 TRIM VLV POS,POSTRVLV11
ZONE 12 TRIM VLV POS,POSTRVLV12
ZONE 1 TRIM VLV POSN,POSTRVLVZ1
ZONE 2 TRIM VLV POSN,POSTRVLVZ2
ZONE 3 TRIM VLV POSN,POSTRVLVZ3
ZONE 4 TRIM VLV POSN,POSTRVLVZ4
ZONE 9 TRIM VLV POSN,POSTRVLVZ9
L FCV INLET PRESSURE,PRESSFCVL
R FCV INLET PRESSURE,PRESSFCVR
L TRIM PRESSURE,PRESSTRIML
R TRIM PRESSURE,PRESSTRIMR
PITCH ATTITUDE RATE,PTCHATTRAT
PITCH MODE FAIL,PTCMODFAIL
PULL UP,PULL
AIL POSN R,RAILIBPOS
AIL POSN R,RAILOBPOS
RAW EGT 1,RAWEGT1
R CH1 OPC VERSION NU,RCH1OPCN0
R CH1 OPS VERSION NU,RCH1SWN0
REG NMBR CHAR 3,REGNBRPII
REG NMBR CHAR 2,REGNBRPII
REG NMBR CHAR 5,REGNBRPIII
REG NMBR CHAR 4,REGNBRPIII
REG NMBR CHAR 6,REGNBRPIV
REG NMBR CHAR 7,REGNBRPIV
REG NMBR CHAR 8,REGNBRPV
REG NMBR CHAR 9,REGNBRPV
ELEV POSN R,RELEVIBPOS
ELEV POSN R,RELEVOBPOS
R FWD FUEL BOOST LOW,RFBSTPMPP
RIGHT FAN CASE OVERH,RFCOVHT2
R PACK FLOW SCHEDULE,RFLWSCHED
FLPRN POSN R,RFPRNIBPOS
FLPRN POSN R,RFPRNOBPOS
RADIO HEIGHT BNR C,RH
RADIO HEIGHT BNR L,RH
RADIO HEIGHT BNR R,RH
REPLY INFO AIR - AIR,RIFATA
ROLLOUT MODE OPER,RLLOUTOPER
RIGHT MAIN DENCITY,RMDENS
R MAIN FUEL WEIGHT,RMFW
R MLG DOWN & LOCKED,RMLGDLK
RIGHT MLG TRUCK TILT,RMLGTT
RIGHT MLG UP & LOCKE,RMLGULK
R MAIN VOL OFF (MSH),RMVSHUT
R MAIN VOL OFF (LSH),RMVSHUT
ROLL ATTITUDE,ROLL
ROLL ATTITUDE SAARU,ROLLATT
ROLLOUT MODE ARMED,ROLLOUTARM
ROLL MODE FAIL,ROLMODFAIL
R PACK CHANNEL IN CN,RPKCNTRL
R PACK ON/OFF STATUS,RPKON
R REVERSER POSN (L),RREVPOS
R REVERSER POSN (R),RREVPOS
FUEL FILTER IMPEND B,RRMW01B01
HPOIL FILTER IMPENDI,RRMW05B12
R TRU CURRENT,RTRUI
R TRU VOLTAGE,RTRUV
RUD POS,RUDLWRPOS
RUD POS,RUDMIDPOS
RUD POSN,RUDPOSN
RUD TRIM POSN,RUDTRPOS
RUD POS,RUDUPRPOS
R PACK VOLTIC FLOW,RVOLFLOW
STATIC AIR TEMP,SAT
STATIC AIR T (SAARU),SAT
STATIC AIR TEMPERATU,SATFED
SURGE CTRL VLV CMD,SCVCMD
APU SURGE VALVE POSN,SCVPOS
SEAT BELT SIGN,SEATBELT
SEAT QTY FRESH AIR,SEATL
SEAT QUANTITY FOR FR,SEATR
SECONDARY MODE ENG,SECMODENG
SEL BURNER PRESS (L),SELBP
SEL BURNER PRESS (R),SELBP
SEL FMV POSN (L),SELFMV
SEL FMV POSN (R),SELFMV
SEL FUEL TEMP (L),SELFT
SEL FUEL TEMP (R),SELFT
SELECTED PAMB (LEFT),SELPAMB
SELECTED PAMB (R),SELPAMB
SELECTED T20,SELT20
SELECTED T3 (LEFT),SELT3
SELECTED T3 (RIGHT),SELT3
SENSITIVITY LVL CTRL,SENLVLCTRL
SENSITIVITY LEVEL,SENSLVL
SUBFRAME COUNTER LSH,SFCOUNTER
SUBFRAME COUNTER MSH,SFCOUNTER
APU OK FLIGHT STARTS,SFLTSTARTS
APU OK GROUND STARTS,SGNDSTARTS
SLATS IN CMD POSN,SICP
SINK RATE,SINK
SLATS EXTENDING,SLTEXT
SLATS IN LANDING,SLTLDG
SLATS SNSR L POSN,SLTLPOSN
SLATS POSN,SLTPOSN
SLATS RETRACTING,SLTRETR
SLATS SNSR R POSN,SLTRPOSN
SLATS SEC EXT,SLTSECEXT
SLATS SEC RETR,SLTSECRETR
SLATS PRI OFF OPEN,SLTSOOPEN
SLATS IN TAKEOFF,SLTTO
SLATS RETRACTED,SLTUP
SPDBRK LEVER 1 POS,SPBK1POS
SPDBRK LEVER 2 POS,SPBK2POS
SPDBRK LEVER 3 POS,SPBK3POS
SPDBRK LEVER 4 POS,SPBK4POS
SPDBRAKE LEVER POSN,SPDBKLEV
SPOILER 10 PCU POS,SPOIL10POS
SPOILER 11 PCU POS,SPOIL11POS
SPOILER 12 PCU POS,SPOIL12POS
SPOILER 13 PCU POS,SPOIL13POS
SPOILER 14 PCU POS,SPOIL14POS
SPOILER 1 PCU POS,SPOIL1POS
SPOILER 2 PCU POS,SPOIL2POS
SPOILER 3 PCU POS,SPOIL3POS
SPOILER 4 PCU POS,SPOIL4POS
SPOILER 5 PCU POS,SPOIL5POS
SPOILER 6 PCU POS,SPOIL6POS
SPOILER 7 PCU POS,SPOIL7POS
SPOILER 8 PCU POS,SPOIL8POS
SPOILER 9 PCU POS,SPOIL9POS
STK SHAKR L/R OAD2 L_6211,SSACT11
STK SHAKR L/R OAD2 L_6212,SSACT12
STK SHAKR L/R OAD2 R_121,SSACT1
STK SHAKR L/R OAD2 R_122,SSACT2
SLAT SKEW SNSR 13 R,SSS13
SLAT SKEW SNSR 2 (L),SSS2
SLAT SNSR 7 INBD (L),SSS7IN
SLAT SNSR 7 OUTBD L,SSS7OUT
SLAT SNSR 8 INBD (R),SSS8IN
SLAT SNSR 8 OUTBD R,SSS8OUT
STAB POSN,STAB1POS
STAB POSN,STAB2POS
STAB POSN,STAB3POS
STAB POSN,STABPOSN
STALL PROT ACTIVE,STALPRTACT
STATIC PRESSURE (W/,STATCPRESS
SEL SVA POSN (L),SVAPOSSEL
SEL SVA POSN (R),SVAPOSSEL
T2.5 SELECTED (LEFT),T25SEL
T25 SELECTED (RIGHT),T25SEL
TURBINE INLET TEMPER,T4TRIM
TRUE AIR SPEED,TAS
TRUE AIRSPD (SAARU),TAS
TOTAL AIR TEMP,TAT
TOTAL AIR TEMP SAARU,TAT
TAT #1 USE STATUS,TAT1USEST
TAT #2 USE STATUS,TAT2USEST
TAT PROBE HEATER ON,TATHTRON
TCAF TEMP SELECTED,TCAFTSEL
SELECTED TCAR TEMPER,TCARTSEL
TCAS COMPUTER UNIT,TCASCOMPU
TCV OPEN,TCVOPEN
OUTPUT TEMP UNIT,TEMPUNITL
TE RETRACTED L,TERETL
TE RETRACTED R,TERETR
TERRAIN,TERR
TERRAIN AHEAD,TERRAHEAD
TERRAIN PULL UP,TERRPU
THROTTLE HOLD,THROTHLD
THROTTLE RETARD,THRTRET
APU COMP IN T,TIN
L CONDENSOR INLET TE,TINCONDL
R CONDENSOR INLET TE,TINCONDR
L HEAT XCHG IN TEMP,TINPHXL
R HEAT XCHG IN TEMP,TINPHXR
L STAGE 2 TURBINE IN,TINTURBN2L
R STAGE 2 TURBINE IN,TINTURBN2R
TURBINE INLET TEMPER,TIT
TIME UNTIL JETTISON,TJETCOMP
TMF_ASM_TEMP_DEGC,TMASMTEMPC
TMP ASM TEMP DEG C,TMASMTEMPC
CABIN MASTER SELECT,TMASTER
AUTOTHROT DISCONNECT,TMATDISC
AUTOTHROTTLE ENGAGE,TMATENGD
AT_HOLD_ANN,TMATHOLD
AT_IDLE_ANN,TMATIDLE
AT_SPD_ANN,TMATSPD
SPEED_MODE.F (TMF),TMATSPD
AT_TEST_ANN,TMATTEST
AT_THR_ANN,TMATTHR218
THRUST MODE (L TMF),TMATTHR623
THRUST MODE (R TMF),TMATTHR622
AT_THREF_ANN,TMATTHREF
CLB_LIM_MODE,TMCLBLIMMD
DERATE_1,TMDRTE1
DERATE_2,TMDRTE2
L CTC MIX MANIFOLD T,TMML
TO_LIM_MODE,TMTOLIM
R COMP AVG OUT TEMP,TOCPRSRR
TOGA PITCH MODE OPER,TOGAPTCOP
TOGA ROLL MODE OPER,TOGAROLOP
TOTAL PRESSURE,TOTALPRESS
TOTAL PRESS (SAARU),TOTALPRESS
APU START ATTEMPTS,TOTASTARTS
TOTAL FUEL WEIGHT,TOTFW
TOT PITOT HEAT LOSS,TOTHTLOSS
APU PWR UP CYCLES,TOTPWRUPC
L COMP AVG OUT TEMP,TOUTCPRSRL
L PACK OUTLET TEMP,TOUTPACKL
R PACK OUTLET TEMP,TOUTPACKR
L HEAT XCHG OUT TEMP,TOUTPHXL
R HEAT XCHG OUT TEMP,TOUTPHXR
L 2ND HEAT XCHG TEMP,TOUTSHXL
R 2ND HEAT XCHG TEMP,TOUTSHXR
L COMP OVERTEMP,TOVERCPL
R COMP OVERTEMP,TOVERCPR
L PACK OUT OVERTEMP,TOVERPKL
R PACK OUT OVERTEMP,TOVERPKR
TRA (LEFT),TRA
TRA (RIGHT),TRA
TRA LOCAL,TRALOC
THRUST RVRSR TRAN,TRAMBER
TREND MONITOR 1,TREND1
TREND 1,TREND1
THRUST RVRSR DPLD L,TRGREEN
THRUST RVRSR DPLD R,TRGREEN
TRIM AIR L,TRIMAIRL
TRIM AIR R,TRIMAIRR
HEADING OR TRACK DIS,TRKDISP
TRACK HOLD MODE OPER,TRKHLDOPER
TRACK SEL MODE OPER,TRKSELOPER
T/R L SLV SYNC SHAFT,TRLT
T/R L SLV ACT LOCK 1,TRLT1
T/R L SLV ACT LOCK 2,TRLT2
TREND MONITOR 2,TRMON2
TREND 2,TRMON2
T/R R SLV SYNC SHAFT,TRRT
T/R R SLV ACT LOCK 1,TRRT1
T/R R SLV ACT LOCK 2,TRRT2
TRU C1 CURRENT,TRUC1I
TRU C1 VOLTAGE,TRUC1V
TRU C2 CURRENT,TRUC2I
TRU C2 VOLTAGE,TRUC2V
TRUE HEADING,TRUEHEADNG
TRUE TRACK ANGLE,TRUTRAKANG
TAIL SKID DOWN,TSDIND
NOT TAIL STRIKE,TSIND
"TAIL STRIKE = ""01""",TSIND
F/D ZONE TEMP,TZFDCH1
ZONE 1 TEMP,TZZ1
ZONE 10 TEMP,TZZ10
ZONE 11 TEMP,TZZ11
ZONE 12 TEMP,TZZ12
ZONE 2 TEMP,TZZ2
ZONE 2 TEMP,TZZ2C
ZONE 3 TEMP,TZZ3
ZONE 3 TEMP,TZZ3C
ZONE 4 TEMP,TZZ4
ZONE 4 TEMP,TZZ4C
ZONE 9 TEMP,TZZ9
ZONE 9 TEMP,TZZ9C
BITE GLOBAL INHIBIT,UNINHIB
UP ADVISORY,UPADV
L UPPER FCV CLOSED,UPRFCVCLOL
R UPPER FCV CLOSED,UPRFCVCLOR
SELECT N1,USEN1RAW
VERTICAL ACCEL,VERTACCEL
VERTICAL CONTROL,VERTCTRL
VERTICAL SPEED,VERTSPEED
VERTICAL SPD (SAARU),VERTSPEED
VFE/VLE=VFE,VFEVLEVFE
VFE/VLE=VLE,VFEVLEVLE
VOTED G/A SWITCH,VGASW
MAXIMUM SPEED,VMAX
VMAX=VFE/VLE,VMAXVFEFLE
MINIMUM SPEED,VMIN
VNAV MODE ARMED,VNAVARM
VNAV MODE OPER,VNAVOPER
VOR OMNIBEARING (L),VORBEARING
VOR OMNIBEARING (R),VORBEARING
VSCF INLET OIL TEMP,VSCFIOTSEL
VSCF OUTLET OIL TEMP,VSCFOOTSEL
VERT SPEED MODE OPER,VSOPER
APU LOAD DISCHRG FLO,WC
FUEL FLOW (WF) (L),WF
FUEL FLOW (WF) (R),WF
FUEL FLOW COMMAND,WFCMD
WF/PB,WFPB
"WIND DIR, FROM TRUE",WINDIRCTRU
WIND SPEED,WINDSPEED
WOW IN AIR,WOWINAIR
WINDSHEAR CAUTION,WSCAUTION
WINDSHEAR,WSHEAR
WINDSHEAR CAUTION,WSHRC
WTAI R VLV POSN,WSTAT105
WTAI L VLV POSN,WSTAT107
WTAI AIR/GROUND,WSTAT108
RIGHT ICE DETECTOR F,WSTAT112
LEFT ICE DETECTOR FA,WSTAT113
WTAI OVERHEAD SWITCH,WSTAT205
WTAI R WPRSOV POSN,WSTAT213
WTAI L WPRSOV POSN,WSTAT215
WINDSHEAR WARNING,WSWARNING
L MASS FLOWRATE,WTAILFLOW
R MASS FLOWRATE,WTAIRFLOW
ZONE 10 CONTROL CHAN,Z10CTRLCH
ZONE 11 CONTROL CHAN,Z11CTRLCH
ZONE 12 CONTROL CHAN,Z12CTRLCH
ZONE 1 CONTROL CHANN,Z1CTRLCH
ZONE 2 CONTROL CHANN,Z2CTRLCH
ZONE 3 CONTROL CHANN,Z3CTRLCH
ZONE 4 CONTROL CHANN,Z4CTRLCH
ZONE 9 CONTROL CHANN,Z9CTRLCH
ZONE 10 IDENTITY NUM,ZONE10ID
ZONE 11 IDENTITY NUM,ZONE11ID
ZONE 12 IDENTITY NUM,ZONE12ID
ZONE 1 IDENTITY NUMB,ZONE1ID
ZONE 2 IDENTITY NUMB,ZONE2ID
ZONE 3 IDENTITY NUMB,ZONE3ID
ZONE 4 IDENTITY NUMB,ZONE4ID
ZONE 9 IDENTITY NUMB,ZONE9ID
