ParamName,Mnemonic
TSR FEEDBACK,THRSERRTFB
LEFT NORM MTRD PRESS,F570407LNM
RT. NORM MTRD PRESS,F570607RNM
AT_SPD_ANN,TMATSPD
AT_IDLE_ANN,TMATIDLE
FMF_XTRKE,FMXTRKE
HPTACC Position,HPTPSEL_342
ZONE 5 DUCT TEMP,TDZN5
ZONE 7 DUCT TEMP,TDZN7
FMF Predicted EPR,FMLVLEPR
FMF N1 TGT,FMN1TGT
FMF SPD TGT,FMSPDTGT
FMF_DES_TRACK,FMDESTRACK
FMF_MAG_TRACK,FMFMAGTRK
FMF_GROSS_WEIGHT,FMFGROSSWT
ZONE 5 TARGET TEMP,TTGTZ5
TM N1 REF,TMN1REF
ZONE 7 TARGET TEMP,TTGTZ7
FUEL USED L (L ENG),FMLFUELUSL
FUEL USED R (R ENG),FMRFUELUDR
IDG/AP CUR PH A R,F6FLODPHA
ACARGO HEAT TCV OPEN,ACHTCVOP
ASCS ISV ACTUAL POSN,E60111515
ASCS FAMV ACT POSN,E60101515
ASCS HPSOV ACT POSN,E60091515
ASCS PRSOV ACT POSN,E60081515
ENGINE AT IDLE (IDLE,ENGIDLFCC
EGT START RED EXCEED,EGTSREX
EGT RED EXCEEDANCE,EGTREX
EGT AMBER EXCEEDANCE,EGTAEX
EEC POWER SOURCE DIS,EECPSFCC
DISPATCH STATUS COND,DSC3DISFCC
CTAI FRSOV POSITION,CSTAT215
LOCAL ICE DETECTOR F,CSTAT113
REMOTE ICE DETECTOR,CSTAT112
CROSS CHANNEL DATA N,FCC2B14
ENG OPERATING AT APP,FCA3B2
ENG OPERATING AT MIN,FCA3B1
OIL PRESS LOW AMBER,EOPLA
T/R ON GROUND INDICA,FCC7B4
ENGINE AT OR ABOVE I,FCC6B7
ALTERNATE MODE,FCC4B9
CCC VALVE STATUS,FCC3B1
CCC VALVE COMMANDED,FCC3B0
AT_HOLD_ANN,TMATHOLD
AT_THR_ANN,TMATTHR_353
FMF_ZERO_FUEL_WT,FMFZFUELWT
TREND 1,TREND1
T49BSEL,FD003
TREND 2,TRMON2
LEFT MAIN DENCITY,LMDENS
RIGHT MAIN DENCITY,RMDENS
CENTER DENCITY,CNTRDENS
L MAIN FUEL TEMP,LMFUELTMP
L MAIN VOL OFF (MSH),LMVSHUTM
L MAIN VOL OFF (LSH),LMVSHUTL
WTAI OVERHEAD SWITCH,WSTAT205
L CTC MIX MANIFOLD T,TMML
R MAIN VOL OFF (MSH),RMVSHUTM
R MAIN VOL OFF (LSH),RMVSHUTL
FMF_SEL_LANDING_ALT,FMLANDALT
SELECT RUNWAY HDG,HEADINGBNR
C MAIN VOL OFF (MSH),CTVSHUTM
C MAIN VOL OFF (LSH),CTVSHUTL
RUD TRIM POSN,RUDTRPOS
OIL TEMPERATURE,OILT
OIL PRESSURE,OILP
APU EXHAUST T CORR,EGT
APU SPEED SIGNAL #1,NSEN1
APU SPEED SIGNAL #2,NSEN2
APU LOAD DISCHRG FLO,WC
APU PWR UP CYCLES,TOTPWRUPC
APU OK GROUND STARTS,SGNDSTARTS
APU OK FLIGHT STARTS,SFLTSTARTS
APU NG GROUND STARTS,AGNDSTARTS
APU NG FLIGHT STARTS,AFLTSTARTS
APU START ATTEMPTS,TOTASTARTS
NUMBER OF APU STARTS,APUCYC
APU OPERATING HOURS,APUHOUR
APU GROUND OP HOURS,GNDOPHOURS
OIL QUANTITY,OILQ
APU FLIGHT OP HOURS,FLTOPHOURS
APU IN GUIDE VANE,IGVPOS
LOAD COMP DIFF PRESS,DELP
APU COMP IN T,TIN
APU IN STATIC PRESS,PINSTAT
ENG DEDICATED SUBSYS,FCC3
EEC SUBSYSTEM STATUS,FCC5
"HIGHWINS, MAG L",HIWINSMAGL
"HIGHWINS, MAG R",HIWINSMAGR
N1 TRKD VIB AMP F-L,N1VIBAMFRTL
N1 TRKD VIB AMP F-R,N1VIBAMFRTR
N1 RED EXCEEDANCE,N1REX
N2 RED EXCEEDANCE,N2REX
N1 TRKD VIB AMP R-L,N1VIBAMREAL
REPLY INFO AIR - AIR,RIFATA
N1 TRKD VIB AMP R-R,N1VIBAMREAR
N1 TRKD VIB PH F-L,N1VIBPHFRTL
N1 TRKD VIB PH F-R,N1VIBPHFRTR
N1 TRKD VIB PH R-L,N1VIBPHREAL
N1 TRKD VIB PH R_R,N1VIBPHREAR
APU SERIAL NUMBER,APUSN
FUEL FLOW COMMAND,WFCMD
IN GUIDE VANE CMD,IGVCMD
SURGE CTRL VLV CMD,SCVCMD
CAP COL FORCE 1,CAPCOLFRC1
F/O COL FORCE 2,FOCOLFRC2
COMPUTED FLIGHT PATH,GPFTPTAN
FMF_STAB_TRIM,FMSTABTRIM
CABIN ALTITUDE,CABINALTIT
ZONE 7 TRIM VLV POSN,POSTRVLVZ7
L TRIM PRESSURE,PRESSTRIML
R TRIM PRESSURE,PRESSTRIMR
CABIN PRESSURE WORD,CABPRS
L TURBINE BYPASS VLV,POSTBVL
R TURBINE BYPASS VLV,POSTBVR
SEAT QTY FRESH AIR,SEATL
CENTER FUEL WEIGHT,CNTRFW
L PACK OUTLET TEMP,TOUTPACKL
R PACK OUTLET TEMP,TOUTPACKR
L HEAT XCHG IN TEMP,TINPHXL
R HEAT XCHG IN TEMP,TINPHXR
L HEAT XCHG OUT TEMP,TOUTPHXL
R HEAT XCHG OUT TEMP,TOUTPHXR
L CTC APU DEMAND,LAPUDEMAND
R CTC APU DEMAND,APUDEMANDR
ASCS L DUCT PRESS PI,E60031500
ASCS L DUCT PRESS PM,E60041500
FWD OFV % OPEN WORD,E5D061400
AFT OFV % OPEN WORD,E5D071400
ASCS L PC OUT TEMP,E60071500
ZONE 5 CONTROL CHANN,Z5CTRLCH
ZONE 7 CONTROL CHANN,Z7CTRLCH
PEP PERCENT LOAD,F6BPEPLPU
ZONE 9 CONTROL CHANN,Z9CTRLCH
ZONE 10 CONTROL CHAN,Z10CTRLCH
ZONE 11 CONTROL CHAN,Z11CTRLCH
ZONE 12 CONTROL CHAN,Z12CTRLCH
SEP PERCENT LOAD,F6BSEPLPU
PEP FREQUENCY,F6CPEPFREQ
SEP FREQUENCY,F6CSEPFREQ
PEP VOLTAGE 3PH AVER,F6CPEPPWRV
SEP VOLTAGE 3PH AVER,F6CSEPPWRV
OWN A/C ALT CORR,OWNALTCOR
OWN A/C MAG HEADING,OWNACALT
ISOLATED FAULT MAINT,EECGE11_407
REG NMBR CHAR 2,REGNBII_407
REG NMBR CHAR 3,REGNBIII_407
EEC STATUS WORD (GE),EECSTAT
REG NMBR CHAR 4,REGNB_407
REG NMBR CHAR 5,REGNBIV_407
ELEVATOR POS AVERAGE,ELEVPOSAVG
VOR OMNIBEARING (L),VORBEARINGL
VOR OMNIBEARING (R),VORBEARINGR
ADF BEARING (LEFT),ADFBEARNG_L
ADF BEARING (RIGHT),ADFBEARNG_R
FMF_POS_LAT (MSH),FMFPOSLAT_M
FMF_POS_LAT (LSH),FMFPOSLAT_L
FMF_POS_LON (MSH),FMFPOSLON_M
FMF_POS_LON (LSH),FMFPOSLON_L
FMF_GROUNDSPEED,FMFGRDSPD
CTAI FLOWRATE WC L,CTAIFLOW_L
CTAI FLOWRATE WC R,CTAIFLOW_R
APU SHUTDOWN - ADVIS,AUTOSD
L MASS FLOWRATE,WTAILFLOW
R MASS FLOWRATE,WTAIRFLOW
AT_THREF_ANN,TMATTHF_417
AT_GA_ENG,TMATGAENG
AT_VNAV_ARM,TMATVNAV
ASCS R DUCT PRESS PI,E60031500
ASCS R DUCT PRESS PM,E60041500
ASCS R FLOW RATE FS,E60051500
ASCS R PC OUT TEMP,E60071500
IDG/AP CUR PH B R,F6FLODPHB
IDG/AP CUR PH C R,F6FLODPHC
IDG/AP GEN % LOAD R,IDGAPLDPU
IDG/AP GEN FREQ (R),F71IDGFREQ
IDG/AP VOLT 3PH R,F71IDGVOLT
IDG/AP CUR PH A APU,F6FLODPHA
IDG/AP CUR PH B APU,F6FLODPHB
IDG/AP CUR PH C APU,F6FLODPHC
IDG/AP % LOAD APU,IDGAPLDPU
IDG/AP GEN FREQ APU,F71IDGFREQ
IDG/AP VOLT 3PH APU,F71IDGVOLT
VSV POSITION SELECTE,VSVSEL
TAIL STRIKE INDICATE,TSIND
GPS ALT MSL (LSH),GAM3
FLAPS SNSR L POSN,FLPLPOSN_L
FLAPS SNSR R POSN,FLPRPOSN_R
STARTER VALVE ENABLE,SVEDISFCC
LOCAL 115VAC POWER,L115PFCC
IDG DELTA OIL PRESSU,IDGDOILFCC
HP FUEL VALVE SOLENO,HPFVPFCC
FUEL CONTROL SWITCH,FCLDISFCC
TRA IN REVERSE,FCC7B8
VSCF DELTA OIL PRESS,VSCFOILFCC
TRIM SYSTEM LOCKED I,TSLIDISFCC
TRIM SYSTEM LIMITED,TSLDISFCC
TRIM SYSTEM AUTHORIT,TSADISFCC
TRIM LIMIT EXCEED,TLEDISFCC
STARTER VALVE POSITI,SVSDISFCC
MAINTENANCE WORD 10,EECGE10_439
MAINTENANCE WORD 10,EECGE10_440
L CONDENSOR INLET TE,TINCONDL
L STAGE 2 TURBINE IN,TINTURBN2L
R CONDENSOR INLET TE,TINCONDR
R STAGE 2 TURBINE IN,TINTURBN2R
MAINTENANCE WORD 9,EECGE9_441
MAINTENANCE WORD 10,EECGE10_441
N1 LOCAL (LEFT),N1LOC_L
N1 LOCAL (RIGHT),N1LOC_R
T49TCSEL,FD002
EEC SSW 1 (1ST PART),FC74
EEC SSW 1 (2ND PART),FC74
EEC SSW 2 (2ND PART),FCA12
EEC SSW 3 (2ND PART),FC609
ALL/THREAT TRAFFIC,ALLTHREAT
INTRUDER ALTITUDE,INTALT
ATC/MODE S XPNDR 2,AMSTRNSP2
ATC/MODE S XPNDR 1,AMSTRNSP1
ALTITUDE RESOLUTION,ALTRES2
ALTITUDE LIMIT A,ALTLMTA7
ALTITUDE LIMIT A,ALTLMTA6
ALTITUDE LIMIT A,ALTLMTA5
ALTITUDE LIMIT A,ALTLMTA4
ALTITUDE LIMIT A,ALTLMTA3
ALTITUDE LIMIT A,ALTLMTA2
ALTITUDE LIMIT A,ALTLMTA1
WTAI AIR/GROUND,WSTAT108
APU FIRE ALARM,AFIREALM
PACK ACM R,ACMSTATR
PACK ACM L,ACMSTATL
BYPASS SOV TRIP,ABYPSOVTP4
BYPASS SOV TRIP,ABYPSOVTP3
BYPASS SOV TRIP,ABYPSOVTP2
BYPASS SOV TRIP,ABYPSOVTP1
BYPASS SOV CURRENT,ABYPSOVCR4
BYPASS SOV CURRENT,ABYPSOVCR3
BYPASS SOV CURRENT,ABYPSOVCR2
BYPASS SOV CURRENT,ABYPSOVCR1
MAIN RAM ILM TRIP,AMRILMTP4
MAIN RAM ILM TRIP,AMRILMTP3
MAIN RAM ILM TRIP,AMRILMTP2
MAIN RAM ILM TRIP,AMRILMTP1
AUTOLAND CONFIRM,ALCONFIRM
LOSS OF AIRFLOW,AIRLOSSFB7
AIR GND ON GND,AGOG
CFE AFT LINE PRESS,AFTPRESS
AFT UPPER RECIRC FAN,AFTUPRFANL
AFT CARGO HEAT SOV,AFTSOVOP
CFE AFT FLOW VLV SQ2,AFTFLOW2
CFE AFT FLOW VLV SQ1,AFTFLOW1
WTAI L VLV POSN,WSTAT107
WTAI R VLV POSN,WSTAT105
FAIL_TO_GROUND,FTGDISCR
CTAI VLV POSN,CSTAT_450
EEC OPERATING MODE,OPMODE
APUC OPERATING MODE,APUCMODE
ENGINE TYPE,ENGTYPE
LOCAL ENGINE LOCATIO,ENGLOC
ASCPC SOFTWARE VERSI,E63051500
FLT NUMBER PART 5,FLTNUMPT5
DEP AIRPORT CHAR 1,DEPRTARPT1
DEP AIRPORT CHAR 2,DEPRTARPT2
DEP AIRPORT CHAR 3,DEPRTARPT3
DEP AIRPORT CHAR 4,DEPRTARPT4
DEST ARPRT CHAR 1,DESTARPT1
PNEUMATIC MODE,PNEUMODE
DEST ARPRT CHAR 2,DESTARPT1
DEST ARPRT CHAR 3,DESTARPT2
DEST ARPRT CHAR 4,DESTARPT2
FLIGHT NUMBER CHAR 1,FLGHTNUM1
WINDSHEAR CAUTION,WSCAUTION
GLIDSLOPE CANCEL,GLSCAN
SELECT N1,USEN1RAW
N2 TACH SIG LOSS,N2TACHLOS
N1 TACH SIG LOSS,N1TACHLOS
FLIGHT NUMBER CHAR 2,FLGHTNUM1
FLIGHT NUMBER CHAR 3,FLGHTNUM2
FLIGHT NUMBER CHAR 4,FLGHTNUM2
REG NMBR CHAR 1,REGNBII_454
ND_TCAS_INTRUDER_G,NDTCSINT
CABIN DIFFERENTIAL P,CABDIFPRWV
FMF_CLB_DRTE1_PCT455,FMCLBD1_455
FLT NUMBER PART 3,FLGHTNUM3
FMF_TO_DRTE1_PCT,FMTODRTE1
FMF_CLB_DRTE2_PCT455,FMCLBD2_455
FLT NUMBER PART 4,FLGHTNUM4
FMF_TO_DRTE2_PCT,FMTODRTE2
VSCF INLET OIL TEMPE,VSCFIOTSEL
HPTACC DEMAND,HPTACCDMD
FMV FUEL FLOW DEMAND,FMVWFDMD
VBV POSITION (LEFT),VBVSEL_L
WFM SELECTION STATUS,FCA1220
PS3 SELECTION STATUS,FCA1253
ALT MODE MANUALLY SE,AMMANSEL
MSV COMMANDED CLOSED,FCC3B4
LPTACC VALVE STATUS,FCC3B3
LPTACC VALVE COMMAND,FCC3B2
AT_ENGAGE,ATENGAGE
APU RUNNING,APURUN
INLET DOOR POSITION,APUDOOR
ASCS CISV/APUSOV ACT,E60121515
L PACK ON/OFF STATUS,LPKON
C HYD AIR PUMP 2 L/G,HYC2ARLG
C HYD AIR PUMP 1 L/G,HYC1ARLG
DISPATCH STATUS COND,DSC1DISFCC
CHANNEL B IN CONTROL,CBICDISFCC
CHANNEL A IN CONTROL,CAICDISFCC
APPROACH IDLE SELECT,APPIDLFCC
ILS TUNING FREQUENCY,ILSFREQ
PRKG BRAKE HANDLE #3,PARKBRAKE3
PRKG BRAKE HANDLE #2,PARKBRAKE2
PRKG BRAKE HANDLE #1,PARKBRAKE1
TCAS COMPUTER UNIT,TCASCOMPU
SECONDARY MODE ENG,SECMODENG
R PACK ON/OFF STATUS,RPKON
VBV POSITION (RIGHT),VBVSEL_R
LOOP IN CONTROL (LEF),LIC_L
LOOP IN CONTROL (RIG),LIC_R
T49B HI LOCAL,T49BHILOC
AP NOSE WHEEL ON GRO,QDAMPOPENA
T49B LOW LOCAL,T49BLOLOC
PS3 SELECTED (LEFT),PS3SEL_L
PS3 SELECTED (RIGHT),PS3SEL_R
P2.5 SEL (LEFT),P25SEL_L
P2.5 SEL (RIGHT),P25SEL_R
PT SELECTED (LEFT),PTSEL_L
PT SELECTED (RIGHT),PTSEL_R
PS13 SEL (LEFT),PS13_L
PS13 SEL (RIGHT),PS13_R
START BLEED POS SELE,SBPSEL
EEC SSW 2 (1ST PART),FCA12
SELECTED T3 (LEFT),SELT3_L
SELECTED T3 (RIGHT),SELT3_R
EEC SSW 3 (1ST PART),FC609
SAV DELTA PRESSURE S,SAVDPSEL
SSW3 (2ND PART),FC609
T/R L SLV SYNC SHAFT,TRLT
T/R L SLV ACT LOCK 1,TRLT1
T/R L SLV ACT LOCK 2,TRLT2
T/R R SLV SYNC SHAFT,TRRT
T/R R SLV ACT LOCK 1,TRRT1
T/R R SLV ACT LOCK 2,TRRT2
T12 SELECTED (LEFT),T12SEL_L
T12 SELECTED (RIGHT),T12SEL_R
T2.5 (LEFT),T25CBSEL_L
T2.5 (RIGHT),T25CBSEL_R
FMF_ALTERR,FMALTERR
L PACK MASS FLOW REF,MASFLREFL
R PACK MASS FLOW REF,MASFLWREFR
STATIC PRESSURE (W),STATCPRESS
STATIC AIR TEMPERATU,SATFED
L LOW LIMIT VLV POSI,POSLLVL
R LOW LIMIT VLV POSI,POSLLVR
L FCV INLET PRESSURE,PRESSFCVL
R FCV INLET PRESSURE,PRESSFCVR
BLEED TOT PRESS APU,BLDTOTP
VSCF OUTLET OIL TEMP,VSCFOOTSEL
MAIN OIL FILT PRESS,MEOILP_495
APU OIL QTY - STATUS,APUOILSTAT
APU ISO VLV - CLOSED,APUIVCLOS
APU ISO VLV - OPEN,APUISOOP
APU FIRE,APUFIRE
APU DOOR/FUEL OFF V,APUDRSOV
APU IN DOOR - OPEN,APUDOOROP
APU IN DOOR ACT CLSD,APUDOORCL
APU CONTROL - STATUS,APUCONTROL
APUC ON COMMAND,APUCON
APUC_FAULT,APUCFAULT
APU BLEED AIR STATUS,APUBLDINOP
APB ENABLE,APBENABLE
TOT PITOT HEAT LOSS,TOTHTLOSS
TE RETRACTED R,TERETR
TE RETRACTED L,TERETL
TCV OPEN,TCVOPEN
PACK R,PACKR
PACK L,PACKL
LOW_OIL_PRESSURE,LOWOILPSR
L AFT BOOST PUMP LOW,LABSTPMPP
FSEU IN CONTROL,INCONT
FMF_CLB_DRTE1_PCT499,FMCLBD1_499
FMF_CLB_DRTE2_PCT499,FMCLBD2_499
SENSITIVITY LVL CTRL,SENLVLCTRL
DOWN ADVISORY,DNADV
COMBINED CONTROL,COMBCTRL
VERTICAL CONTROL,VERTCTRL
UP ADVISORY,UPADV
SENSITIVITY LEVEL,SENSLVL
HPT POSITION SELECTE,HPTPSEL_501
MSV POS SELECTED (LE),MSVPSELE
MSV POS SELECTED (RI),MSVPSELR
OIL FILTER PRESS SEL,OFPSEL
FUEL GEAR DETLA PRES,OSGDPSEL
CORE AIR FLOW (LEFT),WL25
CORE AIR FLOW (RIGHT),WR25
OIL QUANTITY (LEFT),OILQL_511
OIL QUANTITY (RIGHT),OILQR_511
BUMP CODE (LEFT),BUMP
CONFIGURATION CODE (,ENGCONFIG
REG NUMBER PART I,ICAOP2RGPI
BUMP CODE (RIGHT),BUMP
REG NUMBER PART V,REGNBV_512
EFIS_BARO_STD_SEL_CA,EFISBASTSC
EFIS_BARO_STD_SEL_FO,EFISBASTSF
